id,e-search,e-entry,t-entry,e-cat,t-related,e-syn,e-ant
27905,good looking,good looking,ซึ่งมีหน้าตาดี,ADJ,"ซึ่งมีหน้าตาสวย, หล่อ",attractive; handsome,
27906,good looks,good looks,หน้าสวย,N,"หน้าหล่อ, ความสวยงาม",attractive; handsome,
27907,good luck,good luck,โชคดี,N,"ดวงดี, โชคลาภ, โอกาสดี",,
27908,good morning,good morning,อรุณสวัสดิ์,N,คำทักทาย / คำบอกลาตอนเช้า,,
27909,good nature,good nature,ความอดทน,N,,tolerance,
27910,good night,good night,ราตรีสวัสดิ์,N,คำบอกลาตอนกลางคืน,,
27911,Good Samaritan,Good Samaritan,คนชอบช่วยเหลือผู้ทุกข์ยาก,N,,donor,
27912,good sense,good sense,จิตสำนึก,N,,common sense,
27913,good turn,good turn,การช่วยเหลือผู้อื่น,N,"การกระทำที่เป็นมิตร, การทำดีต่อผู้อื่น",kindness; indulgence; favor,
27914,good-by,good-by,คำกล่าวอำลา,N,ลาก่อน,adieu; bye-bye,
27915,goodbye,goodbye,คำกล่าวอำลา,N,ลาก่อน,farewell; adieu; bye-bye; so long,
27916,good-bye,good-bye,คำกล่าวอำลา,N,ลาก่อน,adieu; bye-bye,
27917,good-for-nothing,good-for-nothing,ซึ่งไร้ประโยชน์,ADJ,"ไร้ค่า, เปล่าประโยชน์",useless; worthless,
27918,good-for-nothing,good-for-nothing,บุคคลไร้ประโยชน์,N,ผู้ไร้ค่า,,
27919,good-hearted,good-hearted,จิตใจดี,ADJ,ซึ่งมีเมตตา,,
27920,good-humored,good-humored,อารมณ์ดี,ADJ,เบิกบานใจ,good-tempered; amiable; cheerful; good-natured,
27921,goodie,goodie,คนดี (คำไม่เป็นทางการ),N,,,
27922,goodie,goodie,สิ่งดึงดูดใจ,N,"ของน่าทาน, ขนมน่ากิน",delicacy,
27923,goodie,goodie,คำอุทานแสดงความดีใจ,INT,,,
27924,good-looking,good-looking,มีหน้าตาดี,ADJ,"สวย, หล่อ, ชวนมอง, น่าดึงดูดใจ",cute; pretty; handsome,unattractive
27925,goodly,goodly,ซึ่งมีหน้าตาดี (คำเก่า),ADJ,"ซึ่งมีหน้าตาสวย, หล่อ",attractive; good-looking; handsome,
27926,goodly,goodly,มีขนาดใหญ่,ADJ,มีเป็นจำนวนมาก,large; considerable,
27927,good-natured,good-natured,ซึ่งมีใจเมตตา,ADJ,ใจดี,charitable; generous; kind-hearted,
27928,good-naturedly,good-naturedly,ด้วยใจเมตตากรุณา,ADV,,,
27929,goodness,goodness,ความดีงาม,N,"คุณงามความดี, ความมีคุณธรรม",righteousness; virtuousness; uprightness; decency; morality,dishonesty
27930,goods,goods,สินค้า,N,สิ่งของ,merchandise; materials; ware,
27931,goods train,goods train,รถไฟบรรทุกสินค้า,N,,,
27932,good-sized,good-sized,ขนาดค่อนข้างใหญ่,ADJ,,ample,
27933,good-tempered,good-tempered,อารมณ์ดี,ADJ,โกรธยาก,good-humored,
27934,good-tempered,good-tempered,อย่างอารมณ์ดี,ADV,โกรธยาก,,
27935,goodwill,goodwill,ความเป็นมิตร,N,"ความหวังดี, มิตรไมตรี",,
27936,goody,goody,คนดี (คำไม่เป็นทางการ),N,,,
27937,goody,goody,สิ่งดึงดูดใจ,N,"ของน่าทาน, ขนมน่ากิน",delicacy,
27938,goody,goody,คำอุทานแสดงความดีใจ,INT,,,
27939,goody-goody,goody-goody,คนดี (คำไม่เป็นทางการ),N,,,
27940,goody-goody,goody-goody,น่ากิน (คำไม่เป็นทางการ),ADJ,,pleasant,
27941,gooey,gooey,นุ่มเหนียว,ADJ,เหนียวเหนอะหนะ,glutinous; sticky; viscous,
27942,goof,goof,คนโง่ (คำสแลง),N,"คนทึ่ม, คนงี่เง่า, คนโง่",goon; booby; dolt,
27943,goof,goof,ทำอะไรโง่ๆ (คำสแลง),VI,"ทำพลาด, ทำงี่เง่า",,
27944,goof,goof,ทำให้ยุ่งเหยิง (คำสแลง),VT,,mess up; bungle,
27945,goof-off,goof-off,คนไม่รับผิดชอบต่อหน้าที่,N,,,
27946,goofy,goofy,น่าหัวเราะ,ADJ,น่าขำ,,
27947,googly,googly,ลูกบอล,N,,,
27948,gook,gook,คนผิวเหลือง,N,คนเอเชีย,,
27949,goolie,goolie,คำหยาบสำหรับเรียกอวัยวะเพศชาย,N,,gooly,
27950,gooly,gooly,คำหยาบสำหรับเรียกอวัยวะเพศชาย,N,,goolie,
27951,goon,goon,มือปืน,N,อันธพาล,ruffian; hooligan,
27952,goon,goon,คนโง่ (คำสแลง),N,คนทึ่ม,booby; dolt,
27953,goose,goose,ห่าน,N,,,
27954,goose pimples,goose pimples,อาการขนลุก,N,,good bumps,
27955,gooseberry,gooseberry,ต้นไม้เตี้ยชนิดหนึ่งที่มีผลเล็กๆ กินได้,N,,,
27956,gooseflesh,gooseflesh,อาการขนลุก,N,,goose-pimples,
27957,goose-pimples,goose-pimples,อาการขนลุก,N,,goose flesh,
27958,goosestep,goosestep,เดินตบเท้า,VI,,,
27959,Gopher,Gopher,ระบบบริการข้อมูลข่าวสารอย่างหนึ่งบนอินเทอร์เน็ต,N,โกเฟอร์,,
27960,gopher,gopher,กระรอกจำพวก Citellus มีถิ่นอาศัยอยู่บริเวณอเมริกาเหนือ,N,,chipmunk; ground-squirrel; prairie dog,
27961,gore,gore 1,แทง,VT,ขวิด,cut; slit; slash; incise,
27962,gore,gore 2,เลือด,N,เลือดแห้ง,blood,
27963,gore,gore 3,ผ้าสามเหลี่ยม,N,ผ้าชายธง,,
27964,gorge,gorge,ช่องเขา,N,ช่องแคบระหว่างหุบเขา,chasm; canyon; ravine,
27965,gorge,gorge,กินอย่างตะกละ,VI,"สวาปาม, ยัด",engorge; pall; satiate,
27966,gorge,gorge,กินอย่างตะกละ,VT,"สวาปาม, ยัด",,
27967,gorgeous,gorgeous,โอ่อ่า,ADJ,"หรูหรา, สง่างาม, วิเศษ",beauteous; beautiful; exquisite,hideous
27968,Gorgon,Gorgon,นางกอร์กอนในเทพนิยายกรีกที่มีผมเป็นงู,N,,,
27969,gorgon,gorgon,น่าเกลียดน่ากลัว,ADJ,ซึ่งกลายเป็นหิน (ด้วยความกลัว),terrible; petrifying,
27970,gorgon,gorgon,ผู้หญิงหน้าตาน่าเกลียดน่ากลัว,N,,,
27971,gorilla,gorilla,กอริลลา,N,ลิงขนาดใหญ่ที่สุดในแอฟริกา,,
27972,gorily,gorily,อย่างนองเลือด,ADV,อย่างเต็มไปด้วยเลือด,,
27973,gormandize,gormandize,ตะกละ,VI,,gluttonize,
27974,gormandize,gormandize,ตะกละ,VT,,gluttonize,
27975,gormless,gormless,โง่เง่า,ADJ,ทึ่ม,foolish; stupid,
27976,gorp,gorp,อาหารเสริมที่ช่วยให้พลังงาน (ประกอบด้วยถั่ว ผลไม้แห้งและอื่นๆ),N,,,
27977,gorse,gorse,พุ่มไม้ที่มีใบบางและดอกเล็กๆ สีเหลือง,N,,furze,
27978,gory,gory,เต็มไปด้วยเลือด,ADJ,"เลือดท่วม, นองไปด้วยเลือด, โชกเลือด",blood-stained; blood-soaked,
27979,gory,gory,เลือด,N,,blood,
27980,gosh,gosh,คำอุทานแสดงความประหลาดใจ / ดีใจ / ตกใจ,INT,คำอุทาน,,
27981,goshawk,goshawk,เหยี่ยวตระกูล Accipiter gentilis,N,,,
27982,gosling,gosling,ลูกห่าน,N,,,
27983,go-slow,go-slow,การประท้วงโดยทำงานล่าช้ากว่าปกติของคนงาน,N,,,
27984,gospel,gospel,คำสอนของพระเยซู,N,,New Testament,
27985,gospel music,gospel music,รูปแบบการร้องเพลงของคนดำ,N,,gospel,
27986,gospel truth,gospel truth,ความจริง,N,ความแน่แท้,gospel,
27987,gossamer,gossamer,เยื่อบางๆ,N,"ใยแมงมุม, หยากไย่, ใยบัว",gauze; tissue; chiffon,
27988,gossamer,gossamer,บอบบาง,ADJ,บางเบา,cobwebby; silky; gauzy,
27989,gossip,gossip,นินทา,VI,"ซุบซิบ, ว่าร้าย",blab; rumor,
27990,gossip,gossip,การนินทา,N,เรื่องซุบซิบ,blab; rumor,
27991,gossip,gossip,คนชอบนินทา,N,,meddler; snoop,
27992,gossip column,gossip column,คอลัมน์ซุบซิบ,N,,,
27993,gossip columnist,gossip columnist,นักเขียนคอลัมน์ซุบซิบ,N,,,
27994,gossipmonger,gossipmonger,คนชอบปล่อยข่าวลือ,N,คนชอบซุบซิบนินทา,busybody; rumormonger,
27995,gossipy,gossipy,ซึ่งซุบซิบ,ADJ,ซึ่งนินทา,,
27996,got,got,กริยาช่องที่ 2 ของ get,VT,,,
27997,gotcha,gotcha,คำอุทานแสดงเข้าใจหรือตอบรับ (พูดรวบจากประโยค I've got you.),INT,,,
27998,goth,goth,เพลงร็อคที่ได้รับความนิยมในช่วง 1980,N,,,
27999,Goth,Goth,ชาวกอธหรือชาวเยอรมันโบราณ,N,,,
28000,Gothic,Gothic,ซึ่งมีลักษณะสถาปัตยกรรมแบบโกธิก,ADJ,แบบโกธิก,,
28001,Gothic,Gothic,ภาษากอธ,N,สถาปัตยกรรมแบบโกธิก,,
28002,gotta,gotta,คำที่มาจากวลี have got to หรือ have got a (คำไม่เป็นทางการ),VI,,,
28003,gotten,gotten,กริยาช่องที่ 3 ของคำกริยา get,VI,,,
